win,start_time,end_time,duration_ms,total_frames,unique_ids,mean_dt_ms,std_dt_ms,entropy_ids,avg_dlc,avg_payload_var,file,label
24,1760045919.584798,1760045919.6845777,99.77960586547852,80,17,1.2499511241912842,1.9345423960590735,3.41524101186092,8.0,6487.7775390625,can_log_regular_no_traffic.csv,0
25,1760045919.684821,1760045919.784572,99.75099563598633,80,17,1.249927282333374,1.9322738053821058,3.41524101186092,8.0,6693.774609375,can_log_regular_no_traffic.csv,0
26,1760045919.7848208,1760045919.8845778,99.75695610046387,80,17,1.2500733137130737,1.9322981030359192,3.41524101186092,8.0,6682.6779296875,can_log_regular_no_traffic.csv,0
27,1760045919.8848095,1760045919.9845812,99.77173805236816,80,17,1.250043511390686,1.932538069657305,3.41524101186092,8.0,6676.8697265625,can_log_regular_no_traffic.csv,0
28,1760045919.9848216,1760045920.0845785,99.75695610046387,80,17,1.249966025352478,1.938525991391767,3.41524101186092,8.0,6721.7021484375,can_log_regular_no_traffic.csv,0
29,1760045920.084793,1760045920.1845672,99.77412223815918,80,17,1.2498587369918823,1.9333470757638533,3.41524101186092,8.0,6552.160546875,can_log_regular_no_traffic.csv,0
30,1760045920.184816,1760045920.2845676,99.75171089172363,80,17,1.250004768371582,1.9335730866340792,3.41524101186092,8.0,6507.5126953125,can_log_regular_no_traffic.csv,0
31,1760045920.2847936,1760045920.384576,99.78246688842773,80,17,1.2501060962677002,1.9326601577131275,3.41524101186092,8.0,7133.240625,can_log_regular_no_traffic.csv,0
32,1760045920.384791,1760045920.4845722,99.78127479553223,80,17,1.2499511241912842,1.9352527932529846,3.41524101186092,8.0,6927.5607421875,can_log_regular_no_traffic.csv,0
33,1760045920.4848142,1760045920.5845635,99.74932670593262,80,17,1.2498915195465088,1.9332059492990454,3.41524101186092,8.0,7205.4044921875,can_log_regular_no_traffic.csv,0
34,1760045920.5848117,1760045920.6845782,99.76649284362793,80,17,1.2501835823059082,1.931869121534111,3.41524101186092,8.0,7567.003515625,can_log_regular_no_traffic.csv,0
35,1760045920.684813,1760045920.7783763,93.56331825256348,79,17,1.1873184880123864,1.8600510624786495,3.4196666886046656,8.0,7150.124802215189,can_log_regular_no_traffic.csv,0
36,1760045920.784601,1760045920.8845854,99.98440742492676,81,17,1.3112227121988933,1.989121148723588,3.409363169572871,8.0,6912.029706790124,can_log_regular_no_traffic.csv,0
37,1760045920.8848116,1760045920.9845717,99.76005554199219,80,17,1.2498289346694946,1.9333855252708068,3.41524101186092,8.0,7494.4615234375,can_log_regular_no_traffic.csv,0
38,1760045920.984785,1760045921.0845652,99.78008270263672,80,17,1.2499183416366577,1.9334665290276534,3.41524101186092,8.0,7492.288671875,can_log_regular_no_traffic.csv,0
39,1760045921.0848098,1760045921.1845834,99.77364540100098,80,17,1.2502282857894897,1.9318326705037967,3.41524101186092,8.0,7385.5275390625,can_log_regular_no_traffic.csv,0
40,1760045921.1848197,1760045921.284566,99.7462272644043,80,17,1.2497812509536743,1.9274463783203861,3.41524101186092,8.0,7549.7056640625,can_log_regular_no_traffic.csv,0
41,1760045921.284805,1760045921.3845575,99.75242614746094,80,17,1.2498944997787476,1.9329392374543632,3.41524101186092,8.0,7807.0369140625,can_log_regular_no_traffic.csv,0
42,1760045921.384805,1760045921.484568,99.76315498352051,80,17,1.2501329183578491,1.9346272326337492,3.41524101186092,8.0,7285.4767578125,can_log_regular_no_traffic.csv,0
43,1760045921.4848146,1760045921.58458,99.76530075073242,80,17,1.250147819519043,1.9308427431106492,3.41524101186092,8.0,7529.155859375,can_log_regular_no_traffic.csv,0
44,1760045921.5848053,1760045921.6845856,99.78032112121582,80,17,1.250070333480835,1.9327160944503112,3.41524101186092,8.0,6838.140625,can_log_regular_no_traffic.csv,0
45,1760045921.68482,1760045921.7845533,99.73335266113281,80,17,1.2495964765548706,1.9292096874944376,3.41524101186092,8.0,7302.8685546875,can_log_regular_no_traffic.csv,0
46,1760045921.7848024,1760045921.8845944,99.7920036315918,80,17,1.2505143880844116,1.9317522092864259,3.41524101186092,8.0,6958.0708984375,can_log_regular_no_traffic.csv,0
47,1760045921.884806,1760045921.98455,99.74408149719238,80,17,1.2494444847106934,1.9320916479685653,3.41524101186092,8.0,6740.6345703125,can_log_regular_no_traffic.csv,0
48,1760045921.9847908,1760045922.0845492,99.75838661193848,80,17,1.2499898672103882,1.931589341606651,3.41524101186092,8.0,7224.40703125,can_log_regular_no_traffic.csv,0
49,1760045922.0847745,1760045922.184573,99.79844093322754,80,17,1.2502968311309814,1.9309054286569982,3.41524101186092,8.0,6656.6388671875,can_log_regular_no_traffic.csv,0
50,1760045922.1847985,1760045922.2845523,99.75385665893555,80,17,1.2497425079345703,1.930149176025781,3.41524101186092,8.0,6595.692578125,can_log_regular_no_traffic.csv,0
51,1760045922.2847984,1760045922.384582,99.78365898132324,80,17,1.2503713369369507,1.932189781617572,3.41524101186092,8.0,6905.1630859375,can_log_regular_no_traffic.csv,0
52,1760045922.3847983,1760045922.4845765,99.7781753540039,80,17,1.2499302625656128,1.9321430931478936,3.41524101186092,8.0,6827.929296875,can_log_regular_no_traffic.csv,0
53,1760045922.4847963,1760045922.5845797,99.78342056274414,80,17,1.2500405311584473,1.9323949366842468,3.41524101186092,8.0,6812.4302734375,can_log_regular_no_traffic.csv,0
54,1760045922.5847948,1760045922.6845582,99.76339340209961,80,17,1.2497305870056152,1.9308046367777256,3.41524101186092,8.0,6987.3548828125,can_log_regular_no_traffic.csv,0
55,1760045922.6848006,1760045922.7845683,99.76768493652344,80,17,1.2501269578933716,1.9307082346861855,3.41524101186092,8.0,6910.743359375,can_log_regular_no_traffic.csv,0
56,1760045922.784793,1760045922.884559,99.76601600646973,80,17,1.2498825788497925,1.9301051723788192,3.41524101186092,8.0,7169.2126953125,can_log_regular_no_traffic.csv,0
57,1760045922.8847911,1760045922.9845734,99.78222846984863,80,17,1.2501806020736694,1.93077374613375,3.41524101186092,8.0,7465.2998046875,can_log_regular_no_traffic.csv,0
58,1760045922.9848075,1760045923.084545,99.73740577697754,80,17,1.249644160270691,1.9329542516038678,3.41524101186092,8.0,7178.3953125,can_log_regular_no_traffic.csv,0
59,1760045923.0847914,1760045923.1845653,99.77388381958008,80,17,1.2502551078796387,1.933853940850476,3.41524101186092,8.0,7444.474609375,can_log_regular_no_traffic.csv,0
60,1760045923.1847904,1760045923.284566,99.77555274963379,80,17,1.2500077486038208,1.9308440280946226,3.41524101186092,8.0,7620.2728515625,can_log_regular_no_traffic.csv,0
61,1760045923.2848043,1760045923.3845472,99.74288940429688,80,17,1.2497663497924805,1.9309001804402313,3.41524101186092,8.0,7326.5552734375,can_log_regular_no_traffic.csv,0
62,1760045923.3847969,1760045923.48457,99.77316856384277,80,17,1.2502849102020264,1.931004736157816,3.41524101186092,8.0,7224.11171875,can_log_regular_no_traffic.csv,0
63,1760045923.4848037,1760045923.5845678,99.76410865783691,80,17,1.2499719858169556,1.9304812253214558,3.41524101186092,8.0,7221.6693359375,can_log_regular_no_traffic.csv,0
64,1760045923.5847957,1760045923.684566,99.77030754089355,80,17,1.249977946281433,1.931347068522446,3.41524101186092,8.0,7469.708984375,can_log_regular_no_traffic.csv,0
65,1760045923.6847851,1760045923.784564,99.77889060974121,80,17,1.2499749660491943,1.9259349313027443,3.41524101186092,8.0,7620.9603515625,can_log_regular_no_traffic.csv,0
66,1760045923.784794,1760045923.8845766,99.78246688842773,80,17,1.2501567602157593,1.9340332808206964,3.41524101186092,8.0,7228.5798828125,can_log_regular_no_traffic.csv,0
67,1760045923.8847885,1760045923.984569,99.78055953979492,80,17,1.2499064207077026,1.9322590123042718,3.41524101186092,8.0,7547.992578125,can_log_regular_no_traffic.csv,0
68,1760045923.9847827,1760045924.0845678,99.78508949279785,80,17,1.2499839067459106,1.9324861254653016,3.41524101186092,8.0,7344.5380859375,can_log_regular_no_traffic.csv,0
69,1760045924.0848117,1760045924.184557,99.74527359008789,80,17,1.2498646974563599,1.9330523791150258,3.41524101186092,8.0,7625.4302734375,can_log_regular_no_traffic.csv,0
70,1760045924.1847796,1760045924.2845588,99.77912902832031,80,17,1.2500226497650146,1.9305674437068205,3.41524101186092,8.0,6678.81875,can_log_regular_no_traffic.csv,0
71,1760045924.2847834,1760045924.3845282,99.74479675292969,80,17,1.249617338180542,1.927997940901587,3.41524101186092,8.0,7007.9939453125,can_log_regular_no_traffic.csv,0
72,1760045924.384778,1760045924.4845655,99.78747367858887,80,17,1.2504667043685913,1.9289938181580537,3.41524101186092,8.0,7238.3203125,can_log_regular_no_traffic.csv,0
73,1760045924.484794,1760045924.5845635,99.76959228515625,80,17,1.2499749660491943,1.9348203095910461,3.41524101186092,8.0,6879.928515625,can_log_regular_no_traffic.csv,0
74,1760045924.5847917,1760045924.6845596,99.76792335510254,80,17,1.2499511241912842,1.9329295801186486,3.41524101186092,8.0,6593.0435546875,can_log_regular_no_traffic.csv,0
75,1760045924.6847904,1760045924.7845273,99.73692893981934,80,17,1.2495964765548706,1.9319879079950009,3.41524101186092,8.0,6819.8599609375,can_log_regular_no_traffic.csv,0
76,1760045924.7847772,1760045924.8845522,99.77507591247559,80,17,1.2503117322921753,1.9309378544907825,3.41524101186092,8.0,6916.115234375,can_log_regular_no_traffic.csv,0
77,1760045924.8847983,1760045924.984562,99.76363182067871,80,17,1.250120997428894,1.9298817993950763,3.41524101186092,8.0,7344.22578125,can_log_regular_no_traffic.csv,0
78,1760045924.9847736,1760045925.08453,99.75647926330566,80,17,1.2496024370193481,1.934483930376682,3.41524101186092,8.0,6689.053125,can_log_regular_no_traffic.csv,0
79,1760045925.0847766,1760045925.1845472,99.77054595947266,80,17,1.250213384628296,1.927631561373631,3.41524101186092,8.0,6738.7859375,can_log_regular_no_traffic.csv,0
80,1760045925.1847706,1760045925.284556,99.78532791137695,80,17,1.250109076499939,1.9299650648483577,3.41524101186092,8.0,7117.7732421875,can_log_regular_no_traffic.csv,0
81,1760045925.2847705,1760045925.3845482,99.7776985168457,80,17,1.2499034404754639,1.931849494054865,3.41524101186092,8.0,6895.88203125,can_log_regular_no_traffic.csv,0
82,1760045925.384768,1760045925.4845507,99.78270530700684,80,17,1.250031590461731,1.9298153909912612,3.41524101186092,8.0,7062.085546875,can_log_regular_no_traffic.csv,0
83,1760045925.4847772,1760045925.5845172,99.74002838134766,80,17,1.2495815753936768,1.9273462749620145,3.41524101186092,8.0,7356.46953125,can_log_regular_no_traffic.csv,0
84,1760045925.584782,1760045925.684542,99.76005554199219,80,17,1.2503087520599365,1.9286735348045285,3.41524101186092,8.0,7332.0953125,can_log_regular_no_traffic.csv,0
85,1760045925.6847746,1760045925.7845452,99.77054595947266,80,17,1.2500405311584473,1.9274831880977104,3.41524101186092,8.0,7122.8068359375,can_log_regular_no_traffic.csv,0
86,1760045925.7847655,1760045925.8845675,99.80201721191406,80,17,1.2502789497375488,1.927854278397986,3.41524101186092,8.0,7353.48125,can_log_regular_no_traffic.csv,0
87,1760045925.8847702,1760045925.9845583,99.78818893432617,80,17,1.2498855590820312,1.9281478279276802,3.41524101186092,8.0,7304.815625,can_log_regular_no_traffic.csv,0
88,1760045925.9847646,1760045926.0845387,99.77412223815918,80,17,1.2497544288635254,1.9266660842388668,3.41524101186092,8.0,7630.2779296875,can_log_regular_no_traffic.csv,0
89,1760045926.084764,1760045926.184549,99.78508949279785,80,17,1.2501299381256104,1.9273585378558444,3.41524101186092,8.0,7342.53671875,can_log_regular_no_traffic.csv,0
90,1760045926.1847649,1760045926.2845452,99.78032112121582,80,17,1.2499511241912842,1.9262422639726684,3.41524101186092,8.0,7629.6271484375,can_log_regular_no_traffic.csv,0
91,1760045926.2847743,1760045926.3845394,99.76506233215332,80,17,1.249927282333374,1.929684821480944,3.41524101186092,8.0,7111.6083984375,can_log_regular_no_traffic.csv,0
92,1760045926.3847592,1760045926.4845762,99.81703758239746,80,17,1.2504607439041138,1.9279972852259972,3.41524101186092,8.0,7708.6029296875,can_log_regular_no_traffic.csv,0
93,1760045926.4847617,1760045926.5845847,99.822998046875,80,17,1.2501060962677002,1.928209243815792,3.41524101186092,8.0,7539.5599609375,can_log_regular_no_traffic.csv,0
94,1760045926.5848322,1760045926.6845365,99.70426559448242,80,17,1.249396800994873,1.9268814807118257,3.41524101186092,8.0,7181.3775390625,can_log_regular_no_traffic.csv,0
95,1760045926.6847632,1760045926.7845318,99.76863861083984,80,17,1.2499421834945679,1.9295178978526635,3.41524101186092,8.0,7079.1841796875,can_log_regular_no_traffic.csv,0
96,1760045926.7847714,1760045926.884535,99.76363182067871,80,17,1.2500405311584473,1.925845930026337,3.41524101186092,8.0,6882.4349609375,can_log_regular_no_traffic.csv,0
97,1760045926.8847578,1760045926.9845493,99.7915267944336,80,17,1.2501776218414307,1.9286822750009869,3.41524101186092,8.0,6693.7654296875,can_log_regular_no_traffic.csv,0
98,1760045926.984786,1760045927.0845356,99.74956512451172,80,17,1.2498289346694946,1.927023219308001,3.41524101186092,8.0,6762.30625,can_log_regular_no_traffic.csv,0
99,1760045927.084758,1760045927.1845324,99.77436065673828,80,17,1.2499600648880005,1.925828166605853,3.41524101186092,8.0,6652.890625,can_log_regular_no_traffic.csv,0
100,1760045927.1847916,1760045927.2845452,99.75361824035645,80,17,1.250159740447998,1.9274032572272957,3.41524101186092,8.0,6590.64609375,can_log_regular_no_traffic.csv,0
101,1760045927.2847774,1760045927.3845296,99.75218772888184,80,17,1.2498050928115845,1.9250599763447684,3.41524101186092,8.0,6388.7787109375,can_log_regular_no_traffic.csv,0
102,1760045927.3847516,1760045927.4845302,99.77865219116211,80,17,1.2500077486038208,1.9250035419745954,3.41524101186092,8.0,6797.2646484375,can_log_regular_no_traffic.csv,0
103,1760045927.484754,1760045927.5845363,99.78222846984863,80,17,1.2500762939453125,1.9270373868895276,3.41524101186092,8.0,6726.887109375,can_log_regular_no_traffic.csv,0
104,1760045927.5847511,1760045927.6845305,99.77936744689941,80,17,1.249927282333374,1.9242156669990071,3.41524101186092,8.0,6874.9615234375,can_log_regular_no_traffic.csv,0
105,1760045927.6847496,1760045927.7845285,99.77889060974121,80,17,1.2499749660491943,1.9261500023558475,3.41524101186092,8.0,6881.348046875,can_log_regular_no_traffic.csv,0
106,1760045927.7847612,1760045927.8845365,99.77531433105469,80,17,1.2501001358032227,1.9247967379000535,3.41524101186092,8.0,6928.4291015625,can_log_regular_no_traffic.csv,0
107,1760045927.884761,1760045927.9845223,99.7612476348877,80,17,1.249822974205017,1.9247219319695232,3.41524101186092,8.0,6777.8685546875,can_log_regular_no_traffic.csv,0
108,1760045927.9847708,1760045928.08453,99.75934028625488,80,17,1.2500971555709839,1.9295616788619312,3.41524101186092,8.0,7287.7509765625,can_log_regular_no_traffic.csv,0
109,1760045928.084745,1760045928.1845188,99.77388381958008,80,17,1.2498587369918823,1.9250404737952986,3.41524101186092,8.0,7172.2564453125,can_log_regular_no_traffic.csv,0
110,1760045928.1847694,1760045928.2845378,99.76840019226074,80,17,1.250237226486206,1.9224908383014228,3.41524101186092,8.0,7326.38671875,can_log_regular_no_traffic.csv,0
111,1760045928.2847476,1760045928.384518,99.77030754089355,80,17,1.2497514486312866,1.923491631600306,3.41524101186092,8.0,7178.8474609375,can_log_regular_no_traffic.csv,0
112,1760045928.384742,1760045928.4845164,99.77436065673828,80,17,1.2499809265136719,1.9235220536549742,3.41524101186092,8.0,7767.3853515625,can_log_regular_no_traffic.csv,0
113,1760045928.4847655,1760045928.5845208,99.75528717041016,80,17,1.2500554323196411,1.9213835959808183,3.41524101186092,8.0,7105.1380859375,can_log_regular_no_traffic.csv,0
114,1760045928.5847647,1760045928.6845343,99.76959228515625,80,17,1.2501686811447144,1.9250904227257684,3.41524101186092,8.0,7239.4130859375,can_log_regular_no_traffic.csv,0
115,1760045928.6847606,1760045928.78452,99.75934028625488,80,17,1.2498199939727783,1.9218785820554374,3.41524101186092,8.0,7085.375,can_log_regular_no_traffic.csv,0
116,1760045928.784764,1760045928.8845158,99.75171089172363,80,17,1.2499481439590454,1.9250425702190948,3.41524101186092,8.0,7534.1587890625,can_log_regular_no_traffic.csv,0
117,1760045928.8847466,1760045928.9845378,99.79128837585449,80,17,1.25027596950531,1.919046230641876,3.41524101186092,8.0,7095.1578125,can_log_regular_no_traffic.csv,0
118,1760045928.9847612,1760045929.0845182,99.75695610046387,80,17,1.2497544288635254,1.924382317992463,3.41524101186092,8.0,7462.518359375,can_log_regular_no_traffic.csv,0
119,1760045929.0847416,1760045929.18451,99.76840019226074,80,17,1.2498974800109863,1.9211664759496931,3.41524101186092,8.0,6996.7412109375,can_log_regular_no_traffic.csv,0
120,1760045929.1847746,1760045929.2845092,99.73454475402832,80,17,1.2499898672103882,1.921708329280078,3.41524101186092,8.0,7057.0056640625,can_log_regular_no_traffic.csv,0
121,1760045929.284758,1760045929.384519,99.7610092163086,80,17,1.2501239776611328,1.9226165867259712,3.41524101186092,8.0,6700.3248046875,can_log_regular_no_traffic.csv,0
122,1760045929.3847594,1760045929.4845178,99.75838661193848,80,17,1.2499839067459106,1.9214190036233325,3.41524101186092,8.0,6802.6294921875,can_log_regular_no_traffic.csv,0
123,1760045929.4847703,1760045929.584506,99.73573684692383,80,17,1.2498527765274048,1.9230920238181708,3.41524101186092,8.0,6530.2603515625,can_log_regular_no_traffic.csv,0
124,1760045929.5847592,1760045929.6845517,99.79248046875,80,17,1.2505710124969482,1.923699078213363,3.41524101186092,8.0,6869.6013671875,can_log_regular_no_traffic.csv,0
125,1760045929.6847565,1760045929.78451,99.75337982177734,80,17,1.2494772672653198,1.91841603613647,3.41524101186092,8.0,6310.6078125,can_log_regular_no_traffic.csv,0
126,1760045929.7847552,1760045929.884517,99.7617244720459,80,17,1.2500882148742676,1.9234808861851773,3.41524101186092,8.0,6921.7740234375,can_log_regular_no_traffic.csv,0
127,1760045929.884747,1760045929.984505,99.75790977478027,80,17,1.249849796295166,1.9247318027093667,3.41524101186092,8.0,6530.544140625,can_log_regular_no_traffic.csv,0
128,1760045929.9847395,1760045930.0845168,99.7772216796875,80,17,1.250147819519043,1.9197246280603115,3.41524101186092,8.0,6495.4412109375,can_log_regular_no_traffic.csv,0
129,1760045930.0847552,1760045930.1845138,99.75862503051758,80,17,1.2499630451202393,1.9206310703244933,3.41524101186092,8.0,6744.5107421875,can_log_regular_no_traffic.csv,0
130,1760045930.184763,1760045930.284508,99.74503517150879,80,17,1.249927282333374,1.9233765052331213,3.41524101186092,8.0,6515.4134765625,can_log_regular_no_traffic.csv,0
131,1760045930.2847404,1760045930.384517,99.7765064239502,80,17,1.2501120567321777,1.9214481939060788,3.41524101186092,8.0,6707.28203125,can_log_regular_no_traffic.csv,0
132,1760045930.3847494,1760045930.4845357,99.78628158569336,80,17,1.2502342462539673,1.9179586965920348,3.41524101186092,8.0,6694.0349609375,can_log_regular_no_traffic.csv,0
133,1760045930.484761,1760045930.5845623,99.80130195617676,80,17,1.2503325939178467,1.9246403570685744,3.41524101186092,8.0,6711.168359375,can_log_regular_no_traffic.csv,0
134,1760045930.5847747,1760045930.6845136,99.73883628845215,80,17,1.2493908405303955,1.9264960243356808,3.41524101186092,8.0,6786.184375,can_log_regular_no_traffic.csv,0
135,1760045930.684751,1760045930.7844985,99.7474193572998,80,17,1.249811053276062,1.9231959935924425,3.41524101186092,8.0,7105.379296875,can_log_regular_no_traffic.csv,0
136,1760045930.7847486,1760045930.8845048,99.75624084472656,80,17,1.2500792741775513,1.9207819136043058,3.41524101186092,8.0,7111.5171875,can_log_regular_no_traffic.csv,0
137,1760045930.8847566,1760045930.9844944,99.73788261413574,80,17,1.2498706579208374,1.923567815862906,3.41524101186092,8.0,6797.5712890625,can_log_regular_no_traffic.csv,0
138,1760045930.984756,1760045931.084499,99.74288940429688,80,17,1.2500554323196411,1.9233596721956565,3.41524101186092,8.0,7647.952734375,can_log_regular_no_traffic.csv,0
139,1760045931.0847466,1760045931.184499,99.75242614746094,80,17,1.2500017881393433,1.9238743912889578,3.41524101186092,8.0,7006.08125,can_log_regular_no_traffic.csv,0
140,1760045931.184729,1760045931.2845285,99.79939460754395,80,17,1.250368356704712,1.9266067781548515,3.41524101186092,8.0,7290.3591796875,can_log_regular_no_traffic.csv,0
141,1760045931.2847428,1760045931.3844912,99.74837303161621,80,17,1.2495338916778564,1.9196431835968615,3.41524101186092,8.0,7179.0072265625,can_log_regular_no_traffic.csv,0
142,1760045931.3847394,1760045931.484493,99.75361824035645,80,17,1.2500226497650146,1.9240003790464222,3.41524101186092,8.0,7172.1974609375,can_log_regular_no_traffic.csv,0
143,1760045931.484718,1760045931.584514,99.79581832885742,80,17,1.2502610683441162,1.92236764964097,3.41524101186092,8.0,7435.5216796875,can_log_regular_no_traffic.csv,0
144,1760045931.584738,1760045931.6845143,99.7762680053711,80,17,1.250004768371582,1.9231661015384798,3.41524101186092,8.0,7396.3111328125,can_log_regular_no_traffic.csv,0
145,1760045931.6847398,1760045931.784518,99.7781753540039,80,17,1.2500464916229248,1.9223792572377518,3.41524101186092,8.0,7585.1943359375,can_log_regular_no_traffic.csv,0
146,1760045931.7847376,1760045931.884498,99.76029396057129,80,17,1.2497484683990479,1.920729101666017,3.41524101186092,8.0,6877.100390625,can_log_regular_no_traffic.csv,0
147,1760045931.88474,1760045931.9845212,99.78103637695312,80,17,1.250290870666504,1.9200283059070409,3.41524101186092,8.0,7106.6345703125,can_log_regular_no_traffic.csv,0
148,1760045931.9847229,1760045932.0845168,99.79391098022461,80,17,1.2499451637268066,1.922151199736132,3.41524101186092,8.0,6473.3453125,can_log_regular_no_traffic.csv,0
149,1760045932.084733,1760045932.1845188,99.78580474853516,80,17,1.2500256299972534,1.9213128145781346,3.41524101186092,8.0,6797.5240234375,can_log_regular_no_traffic.csv,0
150,1760045932.184735,1760045932.2845137,99.77865219116211,80,17,1.2499362230300903,1.921652099474107,3.41524101186092,8.0,6698.29375,can_log_regular_no_traffic.csv,0
151,1760045932.2847362,1760045932.3845055,99.76935386657715,80,17,1.2498974800109863,1.9220184060293135,3.41524101186092,8.0,6771.08984375,can_log_regular_no_traffic.csv,0
152,1760045932.38473,1760045932.484507,99.7769832611084,80,17,1.2500196695327759,1.9218355882363085,3.41524101186092,8.0,6770.503515625,can_log_regular_no_traffic.csv,0
153,1760045932.484707,1760045932.584515,99.8079776763916,80,17,1.2501001358032227,1.919772344257616,3.41524101186092,8.0,6441.95078125,can_log_regular_no_traffic.csv,0
154,1760045932.58473,1760045932.6844883,99.75838661193848,80,17,1.2496650218963623,1.916052807043482,3.41524101186092,8.0,6356.2974609375,can_log_regular_no_traffic.csv,0
155,1760045932.6847076,1760045932.7845075,99.79987144470215,80,17,1.2502402067184448,1.9217368350504473,3.41524101186092,8.0,6890.0208984375,can_log_regular_no_traffic.csv,0
156,1760045932.7847362,1760045932.8845022,99.76601600646973,80,17,1.2499332427978516,1.917368729238206,3.41524101186092,8.0,6528.2296875,can_log_regular_no_traffic.csv,0
157,1760045932.8847325,1760045932.9845035,99.77102279663086,80,17,1.250016689300537,1.919820522551706,3.41524101186092,8.0,6947.4169921875,can_log_regular_no_traffic.csv,0
158,1760045932.9847264,1760045933.084505,99.77865219116211,80,17,1.2500196695327759,1.9179485600671673,3.41524101186092,8.0,6993.238671875,can_log_regular_no_traffic.csv,0
159,1760045933.0847287,1760045933.1844995,99.77078437805176,80,17,1.2499302625656128,1.9167330200495816,3.41524101186092,8.0,7145.0650390625,can_log_regular_no_traffic.csv,0
